NAME,POS,TEAM,PPR_PTS,CMP,ATT,PASS_YDS,PASS_TD,INT,RUSH,RUSH_YDS,RUSH_TD,TGT,REC,REC_YDS,REC_TD,Y2024,Y2023,Y2022,AVG_PPG_PPR,BYE,WEIGHTED_SCORE,TIER
Ladd McConkey,WR,LAC,276.3,0,0,0,0.0,0.0,0,0,0.0,145,99,1362,7.1,14.9,0.0,0.0,14.9,12,268.72,4
Tyreek Hill,WR,MIA,257.3,0,0,0,0.0,0.0,11,54,0.4,139,93,1193,6.4,12.8,23.4,20.1,18.8,12,266.00000000000006,4
A.J. Brown,WR,PHI,257.5,0,0,0,0.0,0.0,0,0,0.0,129,89,1271,7.1,16.6,17.0,17.6,17.1,9,260.72,4
Tee Higgins,WR,CIN,267.5,0,0,0,0.0,0.0,0,0,0.0,144,96,1215,8.4,18.5,11.4,13.6,14.5,10,260.4,4
Brian Thomas Jr.,WR,JAC,252.4,0,0,0,0.0,0.0,6,34,0.3,129,87,1245,6.2,16.4,0.0,0.0,16.4,8,254.4,4
Mike Evans,WR,TB,246.9,0,0,0,0.0,0.0,0,0,0.0,127,86,1201,6.9,17.1,16.6,15.1,16.3,9,249.68,4
Rashee Rice,WR,KC,248.3,0,0,0,0.0,0.0,5,26,0.3,136,95,1080,7.0,16.0,13.3,0.0,14.7,10,245.68,4
Drake London,WR,ATL,251.5,0,0,0,0.0,0.0,1,6,0.1,145,97,1132,6.8,16.5,10.7,10.4,12.5,5,241.20000000000002,4
Terry McLaurin,WR,WAS,239.3,0,0,0,0.0,0.0,2,10,0.1,119,80,1129,7.5,15.7,11.9,13.4,13.7,12,235.28000000000003,4
Davante Adams,WR,LAR,223.6,0,0,0,0.0,0.0,0,0,0.0,123,81,943,8.2,17.1,15.6,19.7,17.5,8,234.88,4
DJ Moore,WR,CHI,227.2,0,0,0,0.0,0.0,13,67,0.6,124,82,958,6.6,13.8,16.8,11.7,14.1,5,226.88,5
Courtland Sutton,WR,DEN,231.8,0,0,0,0.0,0.0,0,0,0.0,136,87,1091,6.0,14.1,11.9,10.5,12.2,12,224.48000000000002,5
Jaxon Smith-Njigba,WR,SEA,231.2,0,0,0,0.0,0.0,5,27,0.2,128,87,1061,5.9,15.1,8.8,0.0,12.0,8,223.36,5
DeVonta Smith,WR,PHI,216.4,0,0,0,0.0,0.0,1,5,0.0,108,73,983,7.4,15.3,14.2,15.1,14.9,9,220.8,5
Zay Flowers,WR,BAL,225.3,0,0,0,0.0,0.0,11,54,0.5,121,81,1079,4.8,12.2,12.7,0.0,12.5,7,220.24,5
Jakobi Meyers,WR,LV,217.9,0,0,0,0.0,0.0,3,14,0.1,124,83,1067,4.5,14.3,13.6,12.8,13.6,8,217.84000000000003,5
Chris Godwin,WR,TB,209.6,0,0,0,0.0,0.0,3,13,0.1,118,80,963,5.3,19.7,12.1,14.6,15.5,9,217.28,5
Garrett Wilson,WR,NYJ,216.6,0,0,0,0.0,0.0,1,5,0.0,140,91,932,5.3,14.6,12.5,12.6,13.2,9,215.52,5
Marvin Harrison Jr.,WR,ARI,223.0,0,0,0,0.0,0.0,0,0,0.0,132,84,1044,6.0,11.5,0.0,0.0,11.5,8,215.20000000000002,5
Jordan Addison,WR,MIN,208.0,0,0,0,0.0,0.0,3,18,0.2,119,75,991,5.2,14.1,13.0,0.0,13.6,6,209.92000000000002,5
Chris Olave,WR,NO,211.8,0,0,0,0.0,0.0,2,12,0.1,127,83,1006,4.5,9.5,14.3,13.1,12.3,11,208.80000000000004,5
Calvin Ridley,WR,TEN,208.1,0,0,0,0.0,0.0,8,42,0.4,118,74,993,4.9,11.6,13.4,0.0,12.5,10,206.48000000000002,5
Stefon Diggs,WR,NE,189.1,0,0,0,0.0,0.0,6,31,0.3,119,79,817,4.1,15.0,15.9,19.8,16.9,14,205.36,5
DK Metcalf,WR,PIT,199.1,0,0,0,0.0,0.0,0,0,0.0,110,71,959,5.5,12.7,14.1,13.3,13.4,5,202.16,5
Deebo Samuel,WR,WAS,196.6,0,0,0,0.0,0.0,18,88,0.7,104,69,862,4.8,10.2,16.2,12.9,13.1,12,199.2,5
George Pickens,WR,DAL,201.7,0,0,0,0.0,0.0,2,10,0.1,103,67,993,5.7,11.7,12.2,9.6,11.2,10,197.20000000000002,5
Travis Hunter,WR,JAC,196.1,0,0,0,0.0,0.0,0,0,0.0,108,71,948,5.2,,,,,8,196.1,5
Tetairoa McMillan,WR,CAR,192.3,0,0,0,0.0,0.0,0,0,0.0,111,71,933,4.8,,,,,14,192.3,5
Khalil Shakir,WR,BUF,210.5,0,0,0,0.0,0.0,2,12,0.1,121,82,952,5.3,12.1,6.6,2.3,7.0,7,190.8,5
Jayden Reed,WR,GB,188.4,0,0,0,0.0,0.0,17,95,0.8,94,61,871,4.4,11.5,13.4,0.0,12.5,5,190.72,5
Xavier Worthy,WR,KC,193.0,0,0,0,0.0,0.0,19,99,1.0,109,70,713,6.2,10.9,0.0,0.0,10.9,10,189.28,5
Cooper Kupp,WR,SEA,167.2,0,0,0,0.0,0.0,3,14,0.1,102,66,746,4.2,14.6,13.5,22.3,16.8,8,187.51999999999998,5
Jerry Jeudy,WR,CLE,184.9,0,0,0,0.0,0.0,0,0,0.0,109,70,932,3.7,13.9,8.8,13.6,12.1,9,186.64000000000001,6
Jaylen Waddle,WR,MIA,180.1,0,0,0,0.0,0.0,4,20,0.1,99,65,880,4.1,9.8,14.1,15.2,13.0,12,185.68,6
Michael Pittman Jr.,WR,IND,177.9,0,0,0,0.0,0.0,0,0,0.0,109,71,865,3.5,10.3,15.4,13.5,13.1,11,184.24,6
Jameson Williams,WR,DET,186.8,0,0,0,0.0,0.0,12,61,0.7,95,61,914,4.2,13.4,6.6,0.0,10.0,8,181.44000000000003,6
Jauan Jennings,WR,SF,187.2,0,0,0,0.0,0.0,0,0,0.0,104,69,920,4.4,14.0,3.9,5.1,7.7,14,174.39999999999998,6
Josh Downs,WR,IND,171.7,0,0,0,0.0,0.0,1,6,0.0,99,67,770,4.6,13.0,9.2,0.0,11.1,11,172.88,6
Rome Odunze,WR,CHI,181.7,0,0,0,0.0,0.0,3,17,0.1,111,68,815,5.1,8.5,0.0,0.0,8.5,5,172.56,6
Christian Kirk,WR,HOU,166.9,0,0,0,0.0,0.0,0,0,0.0,99,63,839,3.5,8.6,12.4,14.1,11.7,6,170.96,6
Darnell Mooney,WR,ATL,170.2,0,0,0,0.0,0.0,0,0,0.0,101,63,839,3.9,12.1,5.2,8.4,8.6,5,163.68,6
Wan’Dale Robinson,WR,NYG,161.7,0,0,0,0.0,0.0,4,18,0.1,104,67,708,3.6,10.6,8.8,8.5,9.3,14,159.12,6
Adam Thielen,WR,CAR,144.3,0,0,0,0.0,0.0,0,0,0.0,81,54,707,3.4,13.9,13.4,10.4,12.6,14,155.76000000000002,6
Ricky Pearsall,WR,SF,156.0,0,0,0,0.0,0.0,7,40,0.4,86,54,716,4.2,8.5,0.0,0.0,8.5,14,152.0,6
Emeka Egbuka,WR,TB,151.4,0,0,0,0.0,0.0,0,0,0.0,86,54,727,4.2,,,,,9,151.4,6
Quentin Johnston,WR,LAC,150.7,0,0,0,0.0,0.0,3,16,0.1,91,56,653,4.5,11.7,5.5,0.0,8.6,12,148.08,6
Romeo Doubs,WR,GB,147.8,0,0,0,0.0,0.0,0,0,0.0,86,55,702,3.9,10.0,10.2,7.8,9.3,5,148.0,6
Matthew Golden,WR,GB,146.4,0,0,0,0.0,0.0,0,0,0.0,82,52,681,4.4,,,,,5,146.4,7
Marvin Mims Jr.,WR,DEN,159.7,0,0,0,0.0,0.0,12,60,0.5,79,52,709,4.8,7.6,4.0,0.0,5.8,12,146.32,7
Luther Burden III,WR,CHI,141.1,0,0,0,0.0,0.0,0,0,0.0,85,53,640,4.2,,,,,5,141.1,7
Joshua Palmer,WR,BUF,138.7,0,0,0,0.0,0.0,0,0,0.0,79,49,637,4.4,6.8,10.6,10.4,9.3,7,140.72,7
Demario Douglas,WR,NE,142.0,0,0,0,0.0,0.0,4,21,0.2,86,56,617,3.5,8.7,7.6,0.0,8.2,14,139.84,7
DeAndre Hopkins,WR,BAL,122.7,0,0,0,0.0,0.0,0,0,0.0,67,44,582,3.4,9.2,13.1,16.8,13.0,7,139.76000000000002,7
Brandon Aiyuk,WR,SF,121.6,0,0,0,0.0,0.0,0,0,0.0,67,44,617,2.7,8.7,15.6,13.4,12.6,14,137.6,7
Jayden Higgins,WR,HOU,133.5,0,0,0,0.0,0.0,0,0,0.0,81,49,646,3.5,,,,,6,133.5,7
Jalen Coker,WR,CAR,129.8,0,0,0,0.0,0.0,0,0,0.0,70,45,650,3.3,8.3,0.0,0.0,8.3,14,130.40000000000003,7
Rashod Bateman,WR,BAL,130.6,0,0,0,0.0,0.0,0,0,0.0,69,44,617,4.2,10.2,4.7,8.8,7.9,7,129.76,7
Keon Coleman,WR,BUF,125.3,0,0,0,0.0,0.0,0,0,0.0,64,39,593,4.5,8.3,0.0,0.0,8.3,7,126.80000000000001,7
Marquise Brown,WR,KC,111.8,0,0,0,0.0,0.0,0,0,0.0,68,44,519,2.8,9.0,9.6,12.9,10.5,10,123.03999999999999,7
Michael Wilson,WR,ARI,119.1,0,0,0,0.0,0.0,1,5,0.0,70,44,569,3.0,7.7,8.6,0.0,8.2,8,121.52,7
Pat Bryant,WR,DEN,119.0,0,0,0,0.0,0.0,0,0,0.0,73,43,547,3.6,,,,,12,119.0,7
Rashid Shaheed,WR,NO,108.3,0,0,0,0.0,0.0,9,44,0.4,63,38,490,2.6,12.0,9.9,8.3,10.1,11,118.96000000000001,7
Tyler Lockett,WR,TEN,102.7,0,0,0,0.0,0.0,0,0,0.0,63,40,470,2.7,7.1,11.6,14.8,11.2,10,118.0,7
Cedric Tillman,WR,CLE,118.5,0,0,0,0.0,0.0,3,13,0.1,76,47,539,2.6,7.1,3.1,0.0,5.1,9,111.12,7
Jack Bech,WR,LV,109.5,0,0,0,0.0,0.0,0,0,0.0,68,41,527,2.8,,,,,8,109.5,7
Xavier Legette,WR,CAR,102.9,0,0,0,0.0,0.0,6,30,0.3,67,41,454,2.1,7.8,0.0,0.0,7.8,14,107.28,7
Calvin Austin III,WR,PIT,110.8,0,0,0,0.0,0.0,0,0,0.0,63,39,535,3.1,6.6,3.1,0.0,4.9,5,104.32000000000001,8
Tre Harris,WR,LAC,104.0,0,0,0,0.0,0.0,0,0,0.0,62,37,493,3.1,,,,,12,104.0,8
Darius Slayton,WR,NYG,98.3,0,0,0,0.0,0.0,2,9,0.1,57,35,493,2.1,6.8,8.9,8.0,7.9,14,103.92,8
Alec Pierce,WR,IND,98.0,0,0,0,0.0,0.0,0,0,0.0,53,32,511,2.6,10.1,5.6,7.0,7.6,11,102.72,8
Diontae Johnson,WR,CLE,86.4,0,0,0,0.0,0.0,3,14,0.1,58,36,366,2.0,7.3,11.7,10.3,9.8,9,100.48,8
Noah Brown,WR,WAS,91.5,0,0,0,0.0,0.0,0,0,0.0,54,34,449,2.1,7.8,10.1,7.1,8.3,12,99.76,8
Tre Tucker,WR,LV,99.7,0,0,0,0.0,0.0,10,50,0.4,59,36,471,1.6,7.5,4.4,0.0,6.0,8,98.96000000000001,8
Kyle Williams,WR,NE,97.6,0,0,0,0.0,0.0,0,0,0.0,62,37,439,2.9,,,,,14,97.6,8
Tutu Atwell,WR,LAR,95.7,0,0,0,0.0,0.0,3,13,0.1,56,36,469,1.9,5.8,6.8,4.8,5.8,8,95.12,8
Ray-Ray McCloud,WR,ATL,95.5,0,0,0,0.0,0.0,9,45,0.4,60,38,422,1.5,8.2,2.5,3.4,4.7,5,91.44000000000001,8
Brandin Cooks,WR,NO,73.4,0,0,0,0.0,0.0,2,11,0.1,51,31,305,1.8,6.9,10.6,11.1,9.5,11,89.12,8
Dyami Brown,WR,JAC,99.4,0,0,0,0.0,0.0,2,13,0.1,60,38,476,2.0,4.1,2.0,2.1,2.7,8,88.16000000000001,8
Jalen Tolbert,WR,DAL,89.5,0,0,0,0.0,0.0,0,0,0.0,54,33,407,2.6,8.9,3.5,0.4,4.3,10,85.36000000000001,8
Andrei Iosivas,WR,CIN,84.1,0,0,0,0.0,0.0,0,0,0.0,53,32,392,2.2,7.0,3.1,0.0,5.1,10,83.6,8
Jalen McMillan,WR,TB,62.7,0,0,0,0.0,0.0,2,11,0.1,36,22,275,1.9,10.4,0.0,0.0,10.4,9,83.44,8
Allen Lazard,WR,NYJ,67.7,0,0,0,0.0,0.0,0,0,0.0,43,26,310,1.8,10.5,4.3,11.6,8.8,9,82.32000000000001,8
Adonai Mitchell,WR,IND,88.5,0,0,0,0.0,0.0,6,30,0.3,56,33,393,1.9,3.4,0.0,0.0,3.4,11,81.67999999999999,8
Van Jefferson,WR,TEN,79.2,0,0,0,0.0,0.0,0,0,0.0,51,30,345,2.5,3.7,2.4,7.1,4.4,10,77.44000000000001,8
Tyler Johnson,WR,NYJ,66.7,0,0,0,0.0,0.0,0,0,0.0,41,27,289,1.9,4.1,8.0,0.0,6.1,9,72.88000000000001,8
Marquez Valdes-Scantling,WR,SEA,67.5,0,0,0,0.0,0.0,1,5,0.0,38,22,326,2.1,6.0,3.5,7.2,5.6,8,71.92,8
Roman Wilson,WR,PIT,67.2,0,0,0,0.0,0.0,0,0,0.0,40,25,315,1.9,,,,,5,67.2,8
Greg Dortch,WR,ARI,58.2,0,0,0,0.0,0.0,3,14,0.2,34,22,241,1.7,5.3,4.9,6.9,5.7,8,64.80000000000001,8
Devaughn Vele,WR,DEN,47.2,0,0,0,0.0,0.0,0,0,0.0,28,18,221,1.2,8.2,0.0,0.0,8.2,12,64.0,9
Elijah Moore,WR,BUF,50.1,0,0,0,0.0,0.0,0,2,0.0,32,20,226,1.3,7.1,7.8,5.5,6.8,7,61.84,9
Josh Reynolds,WR,NYJ,46.9,0,0,0,0.0,0.0,0,0,0.0,29,18,222,1.2,4.2,7.5,7.4,6.4,9,58.00000000000001,9
Kalif Raymond,WR,DET,48.8,0,0,0,0.0,0.0,2,12,0.1,27,18,232,1.0,4.2,5.6,6.3,5.4,8,56.32,9
Christian Watson,WR,GB,29.7,0,0,0,0.0,0.0,1,5,0.0,16,10,147,0.8,6.9,11.2,11.7,9.9,5,55.440000000000005,9
Chimere Dike,WR,TEN,54.0,0,0,0,0.0,0.0,0,0,0.0,34,20,250,1.5,,,,,10,54.0,9
Jalen Nailor,WR,MIN,51.0,0,0,0,0.0,0.0,2,13,0.2,31,19,233,1.1,6.1,1.0,5.3,4.1,6,53.92,9
Olamide Zaccheaus,WR,CHI,47.0,0,0,0,0.0,0.0,1,4,0.0,30,19,201,1.3,6.5,2.2,6.4,5.0,5,53.6,9
Dontayvion Wicks,WR,GB,36.3,0,0,0,0.0,0.0,0,0,0.0,24,15,153,1.1,6.5,7.9,0.0,7.2,5,52.08,9
Nick Westbrook-Ikhine,WR,MIA,39.9,0,0,0,0.0,0.0,0,0,0.0,22,13,183,1.4,7.9,5.9,4.8,6.2,12,51.760000000000005,9
Curtis Samuel,WR,BUF,31.4,0,0,0,0.0,0.0,2,9,0.1,17,11,126,1.0,4.5,9.8,10.3,8.2,7,51.36,9
Demarcus Robinson,WR,SF,36.9,0,0,0,0.0,0.0,0,0,0.0,21,13,166,1.2,7.2,6.7,6.1,6.7,14,50.96,9
Jaylin Noel,WR,HOU,50.5,0,0,0,0.0,0.0,0,0,0.0,31,19,243,1.3,,,,,6,50.5,9
Luke McCaffrey,WR,WAS,52.6,0,0,0,0.0,0.0,0,0,0.0,33,20,237,1.5,2.0,0.0,0.0,2.0,12,48.480000000000004,9
DeAndre Carter,WR,CLE,47.9,0,0,0,0.0,0.0,0,0,0.0,31,20,224,1.0,1.8,0.5,6.6,3.0,9,47.92,9
Arian Smith,WR,NYJ,47.5,0,0,0,0.0,0.0,0,0,0.0,31,18,217,1.3,,,,,9,47.5,9
Zay Jones,WR,ARI,28.6,0,0,0,0.0,0.0,0,0,0.0,19,11,139,0.6,1.5,8.7,12.3,7.5,8,46.88,9
Troy Franklin,WR,DEN,41.8,0,0,0,0.0,0.0,1,6,0.1,28,16,182,1.1,4.1,0.0,0.0,4.1,12,46.559999999999995,9
Jalen Royals,WR,KC,45.4,0,0,0,0.0,0.0,0,0,0.0,27,16,206,1.5,,,,,10,45.4,9
Tim Patrick,WR,DET,33.3,0,0,0,0.0,0.0,0,0,0.0,19,12,157,0.9,5.6,0.0,0.0,5.6,8,44.56,9
Jordan Whittington,WR,LAR,40.7,0,0,0,0.0,0.0,0,0,0.0,24,16,184,1.0,3.7,0.0,0.0,3.7,8,44.400000000000006,9
Parker Washington,WR,JAC,33.1,0,0,0,0.0,0.0,0,0,0.0,20,12,155,0.9,5.2,4.3,0.0,4.8,8,41.84,9
Tank Dell,WR,HOU,1.5,0,0,0,0.0,0.0,0,0,0.0,1,1,7,0.0,9.9,14.9,0.0,12.4,6,40.88000000000001,9
Jermaine Burton,WR,CIN,46.8,0,0,0,0.0,0.0,0,0,0.0,28,16,227,1.4,1.0,0.0,0.0,1.0,10,40.64,9
Jahan Dotson,WR,PHI,22.1,0,0,0,0.0,0.0,1,3,0.0,14,9,103,0.5,2.4,7.3,10.8,6.8,9,39.440000000000005,9
Robert Woods,WR,PIT,27.8,0,0,0,0.0,0.0,0,0,0.0,19,12,122,0.7,2.5,6.3,6.8,5.2,5,38.88,9
Malik Washington,WR,MIA,30.5,0,0,0,0.0,0.0,3,17,0.1,19,12,132,0.5,3.9,0.0,0.0,3.9,12,36.88,9
Mecole Hardman Jr.,WR,GB,22.6,0,0,0,0.0,0.0,5,27,0.2,11,7,77,0.6,3.0,2.5,11.6,5.7,5,36.32000000000001,9
Kendrick Bourne,WR,NE,10.6,0,0,0,0.0,0.0,0,1,0.0,7,4,50,0.2,5.3,12.4,5.4,7.7,14,33.120000000000005,9
Jake Bobo,WR,SEA,31.3,0,0,0,0.0,0.0,0,0,0.0,19,12,136,1.0,1.7,3.3,0.0,2.5,8,33.040000000000006,9
Russell Gage,WR,SF,3.6,0,0,0,0.0,0.0,0,0,0.0,2,1,17,0.1,0.0,0.0,9.4,9.4,14,32.96,9
Jalen Reagor,WR,LAC,31.9,0,0,0,0.0,0.0,4,21,0.2,19,11,143,0.6,1.9,1.9,1.9,1.9,12,31.6,9
Derius Davis,WR,LAC,28.7,0,0,0,0.0,0.0,9,44,0.4,14,9,98,0.5,2.8,1.8,0.0,2.3,12,30.32,9
David Moore,WR,CAR,21.5,0,0,0,0.0,0.0,0,1,0.0,14,8,98,0.5,5.0,2.9,0.0,4.0,14,30.0,9
Parris Campbell,WR,DAL,18.2,0,0,0,0.0,0.0,0,0,0.0,11,7,80,0.5,3.0,2.7,8.7,4.8,10,29.92,9
Kavontae Turpin,WR,DAL,24.7,0,0,0,0.0,0.0,6,29,0.2,12,8,94,0.6,5.4,3.7,0.1,3.1,10,29.680000000000003,9
Rondale Moore,WR,MIN,1.8,0,0,0,0.0,0.0,0,0,0.0,1,1,8,0.0,0.0,6.1,11.0,8.6,6,28.96,9
Mack Hollins,WR,NE,10.7,0,0,0,0.0,0.0,0,0,0.0,7,4,46,0.4,5.8,3.3,9.1,6.1,14,28.08,9
K.J. Osborn,WR,WAS,7.1,0,0,0,0.0,0.0,0,0,0.0,4,3,32,0.2,2.3,7.5,9.1,6.3,12,25.84,9
Bo Melton,WR,GB,11.1,0,0,0,0.0,0.0,3,17,0.1,6,3,39,0.2,1.3,9.0,0.0,5.2,5,25.520000000000003,9
Jonathan Mingo,WR,DAL,15.5,0,0,0,0.0,0.0,1,4,0.0,11,7,69,0.3,1.8,5.6,0.0,3.7,10,24.240000000000002,9
Jalin Hyatt,WR,NYG,20.9,0,0,0,0.0,0.0,0,0,0.0,14,8,109,0.3,0.9,3.5,0.0,2.2,14,23.759999999999998,10
Trenton Irwin,WR,JAC,14.3,0,0,0,0.0,0.0,0,0,0.0,9,5,63,0.4,0.6,3.9,7.0,3.8,8,23.6,10
Kayshon Boutte,WR,NE,11.9,0,0,0,0.0,0.0,0,0,0.0,7,4,56,0.3,8.0,0.6,0.0,4.3,14,23.28,10
Juju Smith-Schuster,WR,KC,1.0,0,0,0,0.0,0.0,0,0,0.0,1,0,4,0.0,3.8,5.5,11.6,7.0,10,23.200000000000003,10
A.T. Perry,WR,DEN,4.8,0,0,0,0.0,0.0,0,0,0.0,3,2,23,0.1,0.0,6.0,0.0,6.0,12,23.040000000000003,10
Lil’Jordan Humphrey,WR,NYG,15.4,0,0,0,0.0,0.0,0,0,0.0,10,6,70,0.4,3.8,2.8,0.0,3.3,14,22.880000000000003,10
David Bell,WR,CLE,16.1,0,0,0,0.0,0.0,0,0,0.0,10,7,76,0.3,0.0,3.2,2.8,3.0,9,22.480000000000004,10
Ainias Smith,WR,PHI,18.2,0,0,0,0.0,0.0,4,22,0.1,10,6,67,0.4,2.4,0.0,0.0,2.4,9,22.240000000000002,10
Treylon Burks,WR,TEN,10.5,0,0,0,0.0,0.0,1,6,0.1,6,4,49,0.2,1.4,3.5,7.9,4.3,10,22.16,10
Khadarel Hodge,WR,ATL,19.0,0,0,0,0.0,0.0,0,0,0.0,11,7,91,0.6,1.7,2.2,2.3,2.1,5,21.92,10
Michael Gallup,WR,WAS,1.7,0,0,0,0.0,0.0,0,0,0.0,1,1,8,0.1,0.0,5.1,7.5,6.3,12,21.52,10
Trent Sherfield,WR,DEN,15.7,0,0,0,0.0,0.0,0,0,0.0,10,7,72,0.3,1.3,1.5,4.9,2.6,12,20.880000000000003,10
Terrace Marshall Jr.,WR,PHI,11.7,0,0,0,0.0,0.0,0,0,0.0,7,5,54,0.3,1.0,3.6,6.1,3.6,9,20.880000000000003,10
Chris Moore,WR,WAS,2.3,0,0,0,0.0,0.0,0,0,0.0,1,1,12,0.1,0.0,3.9,7.1,5.5,12,19.44,10
Kristian Wilkerson,WR,BUF,5.8,0,0,0,0.0,0.0,0,0,0.0,4,2,26,0.2,4.5,0.0,0.0,4.5,7,19.04,10
Isaiah Hodgins,WR,SF,4.3,0,0,0,0.0,0.0,0,0,0.0,3,2,20,0.1,1.0,3.5,9.8,4.8,14,18.8,10
Tim Jones,WR,MIN,20.9,0,0,0,0.0,0.0,0,0,0.0,14,9,99,0.4,0.4,1.1,0.4,0.6,6,18.64,10
Dante Pettis,WR,NO,8.0,0,0,0,0.0,0.0,0,0,0.0,6,3,37,0.2,3.8,0.0,3.7,3.8,11,18.560000000000002,10
Tory Horton,WR,SEA,18.5,0,0,0,0.0,0.0,0,0,0.0,11,7,85,0.6,,,,,8,18.5,10
Donovan Peoples-Jones,WR,NO,0.3,0,0,0,0.0,0.0,0,0,0.0,0,0,1,0.0,0.0,1.9,9.4,5.7,11,18.48,10
Cedrick Wilson,WR,NO,10.0,0,0,0,0.0,0.0,0,0,0.0,7,4,48,0.2,3.4,4.6,1.7,3.2,11,18.240000000000002,10
Austin Trammell,WR,JAC,13.4,0,0,0,0.0,0.0,0,0,0.0,9,5,62,0.3,4.0,0.5,0.0,2.3,8,18.08,10
Ben Skowronek,WR,PIT,11.2,0,0,0,0.0,0.0,0,0,0.0,7,4,54,0.2,1.2,1.2,5.9,2.8,5,17.919999999999998,10
Simi Fehoko,WR,ARI,15.9,0,0,0,0.0,0.0,0,0,0.0,11,6,74,0.4,2.0,1.8,1.0,1.6,8,17.840000000000003,10
Hunter Renfrow,WR,CAR,0.6,0,0,0,0.0,0.0,0,0,0.0,0,0,3,0.0,0.0,2.8,7.9,5.4,14,17.76,10
Tylan Wallace,WR,BAL,17.4,0,0,0,0.0,0.0,0,0,0.0,10,7,83,0.5,2.1,0.2,0.9,1.1,7,17.44,10
Bub Means,WR,NO,6.6,0,0,0,0.0,0.0,0,0,0.0,4,3,33,0.1,3.7,0.0,0.0,3.7,11,17.12,10
Ja’Lynn Polk,WR,NE,12.5,0,0,0,0.0,0.0,0,1,0.0,9,5,52,0.3,2.1,0.0,0.0,2.1,14,16.72,10
Malik Heath,WR,GB,10.5,0,0,0,0.0,0.0,0,0,0.0,6,4,44,0.3,2.6,2.5,0.0,2.6,5,16.72,10
Justin Watson,WR,HOU,3.2,0,0,0,0.0,0.0,0,0,0.0,2,1,17,0.1,3.6,5.6,3.4,4.2,6,16.0,10
Ronnie Bell,WR,DET,14.1,0,0,0,0.0,0.0,0,0,0.0,9,5,67,0.4,0.8,2.0,0.0,1.4,8,15.760000000000002,10
Laviska Shenault Jr.,WR,BUF,7.7,0,0,0,0.0,0.0,2,9,0.1,4,3,28,0.1,0.7,2.6,5.5,2.9,7,15.44,10
Xavier Gipson,WR,NYJ,10.4,0,0,0,0.0,0.0,0,0,0.0,7,4,48,0.2,0.9,3.5,0.0,2.2,9,15.360000000000001,10
Konata Mumpfield,WR,LAR,15.3,0,0,0,0.0,0.0,0,0,0.0,9,5,68,0.6,,,,,8,15.3,10
Quez Watkins,WR,ARI,0.8,0,0,0,0.0,0.0,0,0,0.0,0,0,3,0.0,0.0,3.9,4.9,4.4,8,14.720000000000002,10
Brandon Johnson,WR,PIT,7.5,0,0,0,0.0,0.0,0,0,0.0,4,3,36,0.2,0.3,5.5,2.3,2.7,5,14.64,10
Jacob Cowing,WR,SF,13.6,0,0,0,0.0,0.0,0,0,0.0,8,5,64,0.4,1.0,0.0,0.0,1.0,14,14.080000000000002,10
Steven Sims Jr.,WR,SEA,11.9,0,0,0,0.0,0.0,2,8,0.1,6,4,47,0.3,-0.5,1.7,2.6,1.3,8,13.680000000000001,10
Scotty Miller,WR,PIT,9.1,0,0,0,0.0,0.0,0,0,0.0,6,3,45,0.2,0.8,2.3,2.9,2.0,5,13.68,10
Jamal Agnew,WR,ATL,0.5,0,0,0,0.0,0.0,0,0,0.0,0,0,3,0.0,0.0,3.6,4.5,4.1,5,13.52,10
Braxton Berrios,WR,HOU,2.2,0,0,0,0.0,0.0,0,0,0.0,1,1,10,0.1,0.0,3.6,3.6,3.6,6,13.280000000000001,10
Keandre Lambert-Smith,WR,LAC,13.0,0,0,0,0.0,0.0,0,0,0.0,8,5,61,0.4,,,,,12,13.0,10
Isaac TeSlaa,WR,DET,12.7,0,0,0,0.0,0.0,0,0,0.0,8,5,60,0.4,,,,,8,12.7,10
John Metchie III,WR,HOU,3.3,0,0,0,0.0,0.0,0,0,0.0,2,1,15,0.1,4.2,1.9,0.0,3.1,6,12.560000000000002,10
Britain Covey,WR,LAR,9.7,0,0,0,0.0,0.0,0,0,0.0,6,4,42,0.3,2.0,1.0,0.0,1.5,8,12.56,10
Tom Kennedy,WR,DET,3.2,0,0,0,0.0,0.0,0,0,0.0,2,1,15,0.1,0.0,0.0,3.1,3.1,8,12.480000000000002,10
Zach Pascal,WR,NYG,10.4,0,0,0,0.0,0.0,0,0,0.0,7,4,48,0.3,0.0,0.4,2.1,1.3,14,12.48,10
Equanimeous St. Brown,WR,SF,4.4,0,0,0,0.0,0.0,0,0,0.0,3,2,20,0.1,0.0,1.6,3.9,2.8,14,12.48,10
Erik Ezukanma,WR,MIA,12.1,0,0,0,0.0,0.0,0,0,0.0,8,4,62,0.3,,,,,12,12.1,10
Jalen Brooks,WR,DAL,6.7,0,0,0,0.0,0.0,0,0,0.0,4,3,31,0.2,2.5,1.7,0.0,2.1,10,12.080000000000002,10
Devin Duvernay,WR,CHI,1.9,0,0,0,0.0,0.0,0,2,0.0,1,1,7,0.0,1.5,0.5,7.8,3.3,5,12.08,10
Kevin Austin Jr.,WR,NO,1.6,0,0,0,0.0,0.0,0,0,0.0,1,1,7,0.0,3.3,0.0,0.0,3.3,11,11.84,10
Devontez Walker,WR,BAL,8.5,0,0,0,0.0,0.0,0,0,0.0,5,3,41,0.3,1.5,0.0,0.0,1.5,7,11.600000000000001,10
